날짜,의류/잡화,소비판매지수,소비자물가지수,월
201906,-10.5,-0.0566037735849056,-0.0016156223658331,6
201907,-6.0,0.0045454545454546,-0.0030555527635666,7
201908,-7.9,0.009049773755656,0.0023995080000402,8
201909,5.3,0.0161434977578474,0.0037113402061854,9
201910,17.5,0.0211827007943512,0.0024750987033288,10
201911,-1.0,0.0406222990492652,-0.0055977049409742,11
201912,-2.6,0.0099667774086378,0.0023924166423738,12
202001,-15.9,-0.0805921052631578,0.0037204544770805,1
202002,-16.3,-0.1252236135957066,0.0006993705664901,2
202003,-7.8,0.0930470347648262,-0.0021964856230032,3
202004,15.7,0.0187090739008419,-0.0044026415849509,4
202005,35.8,0.0872359963269053,-0.0006030150753768,5
202006,-13.0,-0.0126689189189189,0.0027152051488334,6
202007,-11.5,-0.0513259195893925,-0.0008023267475679,7
202008,-13.0,0.0072137060414787,0.0056207969487103,8
202009,6.4,0.0564010743061771,0.0054895698173469,9
202010,21.8,-0.0186440677966102,-0.0055588644034145,10
202011,-4.1,0.0276338514680483,-0.0008983829107607,11
202012,-13.6,0.0008403361344537,0.0023978419422518,12
202101,-10.2,-0.0579345088161208,0.0070766470646865,1
202102,-0.1,-0.053475935828877,0.0053444180522563,2
202103,29.5,0.1252354048964217,0.0025595589683009,3
202104,-1.1,-0.005020920502092,0.001374705420267,4
202105,4.5,0.0328006728343144,0.0006864090998235,5
202106,-3.8,-0.0268729641693811,0.0,6
202107,-7.6,0.005857740585774,0.0020578147966683,7
202108,-11.1,-0.0307820299500831,0.0047917074124779,8
202109,19.0,0.0532188841201717,0.0040875912408759,9
202110,20.0,0.0187449062754685,0.0017446932247746,10
202111,-5.8,-0.0023999999999999,0.0050314465408805,11
202112,-5.1,0.0200481154771452,0.0016366612111293,12
202201,-9.7,-0.0762578616352201,0.0062475970780468,1
202202,-18.8,-0.0817021276595744,0.0058267265259337,2
202203,23.5,0.1306765523632993,0.0072174738841406,3
202204,14.3,-0.021311475409836,0.0074486139920799,4
