날짜,일조시간,일조율,일조시간등락,일조율등락,월
2017-10,222.7,66.14,-0.047068891741549046,0.021467181467181407,10
2017-11,163.9,59.45,-0.26403233048944763,-0.1011490777139401,11
2017-12,176.1,58.96,0.07443563148261134,-0.008242220353238072,12
2018-01,186.7,65.01,0.060193072118114754,0.10261194029850751,1
2018-02,194.2,66.53,0.04017139796464919,0.023381018304876156,2
2018-03,209.1,56.38,0.07672502574665296,-0.15256275364497218,3
2018-04,223.4,56.54,0.06838833094213292,0.0028378857750974706,4
2018-05,231.6,52.66,0.036705461056401045,-0.06862398302087025,5
2018-06,236.6,53.51,0.021588946459412783,0.01614128370679846,6
2018-07,228.5,52.64,-0.034234995773457344,-0.016258643244253412,7
2018-08,232.5,55.19,0.017505470459518557,0.04844224924012153,8
2018-09,218.7,58.6,-0.059354838709677504,0.061786555535423116,9
2018-10,241.9,69.43,0.10608139003200745,0.18481228668941996,10
2018-11,177.6,58.13,-0.2658123191401406,-0.16275385280138277,11
2018-12,199.9,66.92,0.12556306306306309,0.1512127988990195,12
2019-01,215.0,70.01,0.07553776888444208,0.0461745367603108,1
2019-02,190.5,62.98,-0.11395348837209307,-0.10041422653906595,2
2019-03,203.8,54.99,0.06981627296587933,-0.12686567164179097,3
2019-04,221.6,56.13,0.08734052993130503,0.020731042007637868,4
2019-05,314.0,71.4,0.4169675090252707,0.27204703367183325,5
2019-06,235.1,53.18,-0.25127388535031847,-0.25518207282913175,6
2019-07,150.1,33.44,-0.36154827732879624,-0.3711921775103423,7
2019-08,239.3,58.59,0.5942704863424386,0.752093301435407,8
2019-09,168.9,45.22,-0.2941913915587129,-0.22819593787335735,9
2019-10,236.5,67.8,0.4002368265245706,0.49933657673595744,10
2019-11,203.2,66.45,-0.14080338266384784,-0.019911504424778625,11
2019-12,164.2,54.93,-0.1919291338582677,-0.17336343115124153,12
2020-01,177.9,57.93,0.08343483556638254,0.054614964500273144,1
2020-02,185.0,58.99,0.03991006183249013,0.018297945796651227,2
2020-03,262.9,70.77,0.421081081081081,0.19969486353619237,3
2020-04,283.3,71.59,0.07759604412324084,0.01158683057792853,4
2020-05,177.9,40.38,-0.3720437698552771,-0.4359547422824417,5
2020-06,206.1,46.62,0.15851602023608757,0.15453194650817226,6
2020-07,119.4,26.62,-0.42066957787481796,-0.4290004290004289,7
2020-08,74.7,17.76,-0.3743718592964824,-0.3328324567993989,8
2020-09,174.3,46.77,1.3333333333333335,1.633445945945946,9
2020-10,227.1,65.3,0.30292598967297746,0.39619414154372445,10
2020-11,171.5,56.17,-0.2448260678115367,-0.1398162327718223,11
2020-12,203.6,68.16,0.18717201166180764,0.21345914189068882,12
2021-01,176.4,59.25,-0.13359528487229855,-0.1307218309859155,1
2021-02,181.0,59.74,0.026077097505669,0.008270042194092886,2
2021-03,213.0,57.37,0.17679558011049723,-0.039671911617007116,3
2021-04,208.6,52.74,-0.020657276995305174,-0.08070420080181273,4
2021-05,203.7,46.25,-0.023489932885906062,-0.12305650360257869,5
2021-06,185.5,41.96,-0.08934707903780059,-0.09275675675675676,6
2021-07,195.2,43.51,0.05229110512129376,0.0369399428026691,7
2021-08,127.3,30.24,-0.34784836065573765,-0.30498735922776377,8
2021-09,182.0,48.82,0.4296936370777691,0.6144179894179895,9
2021-10,168.4,48.38,-0.07472527472527468,-0.009012699713232264,10
2021-11,163.6,53.57,-0.028503562945368266,0.1072757337742869,11
2021-12,185.4,62.07,0.13325183374083127,0.1586708978906104,12
2022-01,206.9,67.35,0.11596548004315,0.0850652489125181,1
2022-02,203.8,67.33,-0.014983083615273007,-0.00029695619896064063,2
2022-03,173.0,46.64,-0.15112855740922482,-0.30729244021981283,3
2022-04,246.4,62.35,0.4242774566473988,0.336835334476844,4
