날짜,합계,종합소매,백화점,대형마트/유통전문점,슈퍼마켓,편의점,면세점,전자상거래/통신판매,식료품,일반식료품,건강보조식품,의류/잡화,의복/직물,복식잡화,시계/귀금속/안경,화장품,연료,가구/가전,가구,가전제품/정보통신기기,의료/보건,종합병원,일반병의원/기타의료기관,자동차,국산자동차신품,기타운송수단,자동차부품및정비,여행/교통,여행사/자동차임대,항공사,대중교통,오락/문화,스포츠/오락/여가,서적/문구,교육,숙박/음식,숙박,음식점,공과금/개인및전문서비스,금융/보험,기타
2021/05,512195.62,74357.97,15502.93,31219.36,18224.09,8822.58,589.0,117532.68,9490.07,8801.39,688.68,10716.23,5832.31,987.75,2013.24,1882.93,25855.68,13979.76,1887.15,12092.61,36396.42,7315.81,29080.61,29620.71,20296.25,2321.67,7002.8,6237.21,406.63,910.6,4919.98,14762.6,12083.35,2679.25,10645.89,48464.61,2421.99,46042.62,54618.17,22084.42,37433.2
2021/06,502099.11,68980.86,13320.67,28451.78,17577.07,9081.53,549.82,113328.76,8439.26,7848.89,590.37,10310.48,5507.83,958.45,1903.53,1940.66,26071.19,13288.89,1708.21,11580.68,38259.1,7879.59,30379.51,30555.01,21052.27,2008.74,7494.0,6603.71,404.33,1184.94,5014.44,14274.93,11803.69,2471.24,10380.13,45889.15,2477.0,43412.15,56073.2,22751.21,36893.23
2021/07,525832.82,70025.67,11953.12,29681.41,18567.6,9412.4,411.15,119218.32,8524.05,7916.47,607.57,9526.45,4726.89,914.59,1968.58,1916.39,28011.8,15172.72,1710.0,13462.72,39414.12,8231.18,31182.93,30105.13,20350.76,1679.81,8074.56,5774.79,407.84,693.03,4673.92,13451.77,10756.75,2695.02,11143.2,44338.33,2515.72,41822.61,69326.11,23167.49,38632.87
2021/08,500760.65,73103.62,12697.03,31026.25,19314.81,9639.41,426.12,117620.7,9211.61,8643.71,567.9,8471.57,3951.08,834.4,1963.71,1722.39,27285.56,13833.83,1852.55,11981.28,37413.96,7793.38,29620.58,25464.55,16275.1,2082.92,7106.53,5453.71,390.83,624.59,4438.28,12740.88,10188.12,2552.77,11745.62,44128.71,2930.11,41198.6,55633.79,22229.94,36422.59
2021/09,507104.69,74846.89,14853.3,31081.58,19100.03,9405.74,406.24,117337.27,12657.04,11662.84,994.21,10084.59,5307.67,915.23,1981.86,1879.84,26271.4,11849.15,1734.12,10115.03,35499.24,7180.17,28319.07,23221.81,14448.15,1780.88,6992.78,5848.41,381.46,826.53,4640.42,13696.42,11020.2,2676.22,10444.14,42758.41,2174.02,40584.39,62106.97,22154.25,38328.71
2021/10,534696.16,74049.79,17207.9,29286.18,17636.08,9388.08,531.55,124986.77,9779.25,9072.97,706.28,12101.18,7033.41,1071.27,2053.14,1943.36,29280.12,13068.48,2065.19,11003.3,40334.02,7933.06,32400.96,27576.06,17858.93,1618.89,8098.24,6979.87,467.75,1335.84,5176.28,15744.76,13091.77,2652.99,10910.13,50294.21,2629.37,47664.83,57884.55,22704.33,39002.65
2021/11,538273.78,75078.63,17808.18,29880.72,17627.62,9133.25,628.87,129889.75,9752.18,9126.25,625.93,11398.54,6769.26,993.81,1786.61,1848.86,30074.86,13012.22,1803.17,11209.05,38798.53,7703.69,31094.84,28625.3,19250.92,1532.86,7841.52,7719.92,463.66,1642.7,5613.56,14848.22,12338.07,2510.15,10346.52,51329.33,2737.96,48591.37,55405.79,22889.94,39104.05
2021/12,539935.08,72991.73,16509.8,29238.11,17759.22,8968.91,515.68,132006.3,10014.39,9388.27,626.12,10822.68,5876.32,993.68,1952.87,1999.81,30042.62,11529.33,1723.8,9805.52,40950.31,8127.71,32822.61,29960.16,20201.66,1466.93,8291.57,6208.72,392.83,587.38,5228.51,12723.92,9748.01,2975.9,10762.54,47156.65,2732.84,44423.81,60242.33,24112.5,40410.91
2022/01,545394.92,76347.07,16044.01,31659.32,19422.93,8730.99,489.82,131621.64,12855.9,12006.56,849.34,9770.24,5056.17,895.93,1950.55,1867.59,29465.3,12837.68,1748.99,11088.69,41838.21,8084.36,33753.85,23262.35,14588.02,1320.37,7353.97,6424.24,415.7,1009.7,4998.84,11337.65,8512.42,2825.23,11109.97,44354.54,2624.21,41730.34,72049.97,22435.69,39684.46
2022/02,470296.08,62651.29,12867.77,25751.48,15657.35,7927.86,446.83,119029.37,7986.69,7510.97,475.72,7934.06,4004.77,732.15,1682.9,1514.25,26321.3,11875.13,1521.8,10353.33,36520.65,6615.75,29904.9,23216.11,16187.09,1358.6,5670.42,5399.46,375.89,905.88,4117.69,10204.06,7841.77,2362.28,10193.33,36902.07,2436.82,34465.24,54784.83,21303.98,35973.76
2022/03,539346.45,71787.11,14932.79,28682.36,18116.34,9562.31,493.32,134751.97,8896.8,8338.56,558.24,9799.52,5214.72,890.67,1899.04,1795.08,31667.0,12371.4,1605.9,10765.5,42319.14,7326.47,34992.67,26042.56,17213.85,1939.07,6889.65,6810.52,440.71,1815.34,4554.47,14276.81,10963.02,3313.79,11284.2,44099.97,2223.13,41876.84,59248.48,25145.71,40845.27
2022/04,551389.61,72791.62,16272.46,28736.88,17730.61,9418.61,633.06,130324.09,9477.9,8881.02,596.87,11200.08,6379.29,1010.9,2015.47,1794.42,33572.21,12008.97,1560.69,10448.28,40913.24,7749.53,33163.71,28247.88,18654.54,2084.32,7509.02,8846.07,521.27,2764.08,5560.72,15965.43,13297.52,2667.91,10311.9,52594.67,2480.8,50113.87,59760.65,23396.79,41978.11
